EmployeeKey,EmployeeNumber,DepartmentKey,JobRoleKey,EducationFieldKey,BusinessTravelKey,GenderKey,MaritalStatusKey,Age,DistanceFromHome,JobLevel,JobInvolvement,OverTime,NumCompaniesWorked,StockOptionLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Education,EducationLevel,AgeGroup,SalaryBand,TensureGroup,Job Satisfaction Level
1322,1856,2,3,2,3,1,3,47,9,1,3,No,4,0,207,64,5411,2105,12,2,3,3,3,3,7,2,2,2,2,0,No,4,Master,46-55,Low Salary,New Employee,High
1323,1857,2,5,2,3,2,1,46,2,3,3,No,3,1,706,82,19989,8578,14,4,4,3,3,2,12,4,9,8,4,7,No,2,College,46-55,High Salary,Experienced,Very High
1336,1871,2,7,5,3,2,1,39,19,2,3,No,8,3,835,41,5141,3902,14,4,4,2,3,3,7,2,2,2,2,2,No,4,Master,36-45,Meduim Salary,New Employee,Very High
1349,1892,2,4,2,3,2,1,40,1,4,3,No,2,1,1137,98,18991,16823,11,1,1,1,3,3,22,3,19,7,11,16,No,4,Master,36-45,Very High Salary,Long-Term,Low
1358,1911,2,6,4,3,2,2,42,6,3,3,No,9,1,1396,83,14842,13348,13,3,1,2,3,4,18,3,13,7,5,7,No,3,Bachelor,36-45,High Salary,Long-Term,Low
1387,1952,2,3,4,3,2,3,26,1,1,3,No,0,0,157,95,20006,2867,13,3,1,4,3,2,8,6,7,7,7,6,No,3,Bachelor,26-35,Low Salary,Experienced,Low
1398,1969,2,7,2,3,1,2,54,9,2,3,No,3,2,155,67,22474,2897,11,1,3,3,3,2,9,6,4,3,2,3,No,2,College,46-55,Low Salary,Early Career,High
1404,1975,3,8,3,3,2,3,39,15,4,3,No,0,0,119,77,25098,13341,12,2,1,1,3,3,21,3,20,8,11,10,No,4,Master,36-45,High Salary,Long-Term,Low
1411,1986,3,8,3,3,1,2,40,2,2,3,No,3,1,444,92,4258,5677,14,2,2,3,3,3,15,4,11,8,5,10,No,2,College,36-45,Meduim Salary,Long-Term,Medium
1415,1993,2,1,4,3,2,3,47,25,3,3,No,2,0,1180,84,13084,8633,23,1,3,2,4,3,25,3,17,14,12,11,No,3,Bachelor,46-55,High Salary,Long-Term,High
1417,1995,3,8,2,3,2,2,38,1,2,3,No,0,2,1321,86,7636,4440,15,4,2,1,3,3,16,3,15,13,5,8,No,4,Master,36-45,Meduim Salary,Long-Term,Medium
1423,2003,2,3,4,3,2,2,35,11,1,3,Yes,7,1,1490,43,20232,2660,11,4,3,3,3,3,5,3,2,2,2,2,No,4,Master,26-35,Low Salary,New Employee,High
1426,2009,2,1,4,3,1,2,33,15,2,3,Yes,0,1,501,95,21653,4878,13,2,4,1,3,3,10,6,9,7,8,1,No,2,College,26-35,Meduim Salary,Experienced,Very High
1444,2031,2,4,2,3,2,2,42,2,5,3,No,5,0,300,56,17312,18880,11,1,3,1,3,2,24,2,22,6,4,14,No,3,Bachelor,36-45,Very High Salary,Long-Term,High
62,79,2,3,2,2,1,3,38,29,2,3,No,1,0,653,50,5456,2406,11,4,4,4,3,3,10,2,10,3,9,9,No,5,Doctor,36-45,Low Salary,Experienced,Very High
65,83,2,1,6,3,1,1,36,8,3,3,No,1,3,1223,59,8202,10096,13,3,3,2,3,3,17,2,17,14,12,8,No,3,Bachelor,36-45,High Salary,Long-Term,High
91,119,2,1,2,2,2,2,40,1,4,2,No,1,1,530,78,14115,13503,22,3,2,4,4,2,22,3,22,3,11,11,No,4,Master,36-45,High Salary,Long-Term,Medium
109,143,2,7,4,3,2,2,25,7,1,2,No,1,2,1280,64,26897,2889,11,4,4,3,3,3,2,2,2,2,2,1,No,1,Below College,18-25,Low Salary,New Employee,Very High
120,158,3,4,2,2,2,2,43,26,4,3,Yes,1,2,394,92,19494,16959,12,3,4,4,3,4,25,3,25,12,4,12,No,2,College,36-45,Very High Salary,Long-Term,Very High
130,170,2,5,4,3,1,2,49,20,2,3,No,1,0,470,96,5549,6567,14,3,1,3,3,2,16,2,15,11,5,11,No,4,Master,46-55,Meduim Salary,Long-Term,Low
151,202,2,7,4,2,1,1,40,26,2,3,No,1,1,1395,54,8504,5605,11,2,2,1,3,3,20,2,20,7,2,13,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Medium
161,217,2,7,4,3,2,2,22,19,1,3,No,1,2,1256,80,11992,2323,24,3,4,1,4,3,2,6,2,2,2,2,No,1,Below College,18-25,Low Salary,New Employee,Very High
179,244,3,8,3,3,1,1,46,1,3,3,No,1,3,526,92,2137,10453,25,2,1,3,4,3,24,2,24,13,15,7,No,2,College,46-55,High Salary,Long-Term,Low
180,245,2,3,2,3,1,3,38,9,1,3,No,1,0,1380,75,6319,2288,12,3,4,3,3,3,2,3,2,2,2,1,No,2,College,36-45,Low Salary,New Employee,Very High
187,253,2,4,4,3,1,2,40,4,5,3,No,1,1,989,46,6499,19033,14,4,3,2,3,3,21,2,20,8,9,9,No,1,Below College,36-45,Very High Salary,Long-Term,High
207,284,2,7,2,3,2,1,22,5,1,4,Yes,1,1,1136,60,12392,2328,16,4,2,1,3,2,4,2,4,2,2,2,No,3,Bachelor,18-25,Low Salary,Early Career,Medium
232,319,2,4,6,3,2,2,42,4,5,3,No,1,0,532,58,4933,19232,11,3,4,4,3,3,22,3,22,17,11,15,No,2,College,36-45,Very High Salary,Long-Term,Very High
238,329,3,4,2,1,2,3,52,2,5,2,Yes,1,0,771,79,21030,19068,18,1,3,4,3,4,33,2,33,7,15,12,No,4,Master,46-55,Very High Salary,Long-Term,High
244,335,2,7,6,3,2,1,40,24,2,3,No,1,2,1300,62,24447,3319,17,1,4,1,3,3,9,3,9,8,4,7,No,2,College,36-45,Meduim Salary,Experienced,Very High
278,382,3,8,4,3,1,1,38,7,2,4,Yes,1,1,322,44,19191,5605,24,1,1,3,4,3,8,3,8,0,7,7,No,2,College,36-45,Meduim Salary,Experienced,Low
282,387,3,8,2,3,2,2,42,1,2,3,No,1,0,635,99,24532,4907,25,2,3,3,4,3,20,3,20,16,11,6,No,1,Below College,36-45,Meduim Salary,Long-Term,High
286,391,2,7,2,3,1,3,37,1,1,3,No,1,0,1372,42,15881,2115,12,4,4,2,3,3,17,3,17,12,5,7,No,3,Bachelor,36-45,Low Salary,Long-Term,Very High
312,425,2,3,2,2,2,1,45,7,3,3,No,1,1,1249,97,20308,5210,18,1,1,1,3,3,24,2,24,9,9,11,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Low
315,429,2,4,4,3,2,2,39,10,4,3,Yes,1,0,117,99,5355,17068,14,3,1,4,3,3,21,3,21,9,11,10,No,1,Below College,36-45,Very High Salary,Long-Term,Low
327,444,2,4,4,2,2,2,39,7,5,2,No,1,1,672,54,21141,19272,15,3,4,1,3,3,21,2,21,9,13,3,No,2,College,36-45,Very High Salary,Long-Term,Very High
363,484,3,9,4,1,2,3,21,9,1,3,No,1,0,895,39,2851,2610,24,1,4,3,4,2,3,3,3,2,2,2,No,2,College,18-25,Low Salary,Early Career,Very High
385,513,3,8,4,3,2,2,36,2,3,2,No,1,2,164,61,3809,7596,13,2,3,2,3,3,10,2,10,9,9,0,No,2,College,36-45,High Salary,Experienced,High
387,515,2,3,2,3,1,1,37,14,1,3,No,1,1,1107,95,26914,3034,12,4,1,3,3,2,18,2,18,7,12,17,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Low
391,520,2,6,2,3,2,1,43,12,4,2,No,1,1,982,59,4345,14336,11,1,2,3,3,3,25,3,25,10,3,9,No,3,Bachelor,36-45,High Salary,Long-Term,Medium
443,592,3,8,4,1,2,3,36,10,3,3,No,1,0,635,32,15318,9980,14,2,4,4,3,2,10,3,10,3,9,7,No,4,Master,36-45,High Salary,Experienced,Very High
452,605,2,5,4,3,2,2,42,24,3,3,Yes,1,1,319,56,6950,7406,21,4,1,4,4,2,10,5,10,9,5,8,No,3,Bachelor,36-45,High Salary,Experienced,Low
468,626,3,8,4,1,2,1,37,9,3,3,No,1,1,142,69,24666,8834,13,1,2,4,3,3,9,6,9,5,7,7,No,4,Master,36-45,High Salary,Experienced,Medium
478,644,1,4,4,2,2,2,50,3,5,3,No,1,1,1246,99,7999,18200,11,1,2,3,3,3,32,2,32,5,10,7,No,3,Bachelor,46-55,Very High Salary,Long-Term,Medium
489,659,2,1,2,3,1,2,42,2,2,3,No,1,2,622,81,5718,4089,13,3,4,2,3,3,10,4,10,2,2,2,No,4,Master,36-45,Meduim Salary,Experienced,Very High
507,689,2,5,5,3,2,2,37,3,3,3,No,1,1,482,36,9606,9434,15,3,3,3,3,3,10,2,10,7,7,8,No,3,Bachelor,36-45,High Salary,Experienced,High
524,716,2,3,4,3,2,2,50,28,1,4,Yes,1,3,1207,74,3297,3221,11,4,3,3,3,3,20,3,20,8,3,8,No,1,Below College,46-55,Meduim Salary,Long-Term,High
527,721,2,1,6,3,1,3,39,2,2,2,No,1,0,408,80,20978,4553,11,4,3,1,3,3,20,4,20,7,11,10,No,4,Master,36-45,Meduim Salary,Long-Term,High
539,734,1,4,1,3,2,2,41,1,5,2,No,1,1,314,59,19562,19189,12,4,3,2,3,3,22,3,22,7,2,10,No,3,Bachelor,36-45,Very High Salary,Long-Term,High
583,807,2,1,4,2,1,2,40,2,2,4,No,1,1,791,38,9931,4244,24,3,2,4,4,3,8,2,8,7,3,7,No,2,College,36-45,Meduim Salary,Experienced,Medium
585,809,2,4,2,2,2,1,42,8,5,3,No,1,1,570,66,16225,18430,13,2,4,2,3,2,24,4,24,7,14,9,No,3,Bachelor,36-45,Very High Salary,Long-Term,Very High
593,820,2,4,5,3,1,2,47,2,4,3,Yes,1,1,202,33,12982,16752,11,3,4,3,3,2,26,3,26,14,3,0,No,2,College,46-55,Very High Salary,Long-Term,Very High
605,836,2,5,2,3,2,2,42,29,2,3,No,1,1,933,98,11806,4434,13,2,2,4,3,2,10,3,9,8,7,8,No,3,Bachelor,36-45,Meduim Salary,Experienced,Medium
622,857,3,8,2,3,2,2,36,1,2,3,Yes,1,1,928,56,2823,6201,14,2,4,4,3,2,18,1,18,14,4,11,No,2,College,36-45,Meduim Salary,Long-Term,Very High
654,905,2,4,2,1,2,1,50,2,4,3,No,1,1,881,98,4544,17924,11,1,1,4,3,3,31,3,31,6,14,7,No,4,Master,46-55,Very High Salary,Long-Term,Low
659,913,2,7,2,3,2,2,44,9,1,3,Yes,1,0,661,61,7508,2559,13,2,1,4,3,3,8,0,8,7,7,1,No,2,College,36-45,Low Salary,Experienced,Low
682,950,2,6,6,3,1,2,38,1,3,3,No,1,1,1333,80,16292,13582,13,4,1,2,3,3,15,3,15,12,5,11,No,3,Bachelor,36-45,High Salary,Long-Term,Low
708,987,2,5,4,2,2,1,47,16,2,4,Yes,1,0,1379,64,6759,5067,19,3,3,3,3,4,20,3,19,10,2,7,No,4,Master,46-55,Meduim Salary,Long-Term,High
725,1009,2,5,4,3,1,1,24,17,2,2,No,1,2,1206,41,24117,4377,15,4,3,2,3,3,5,6,4,2,3,2,No,1,Below College,18-25,Meduim Salary,Early Career,High
739,1026,2,5,2,3,1,2,39,1,4,2,No,1,1,466,65,7060,12742,16,4,4,3,3,3,21,3,21,6,11,8,No,1,Below College,36-45,High Salary,Long-Term,Very High
747,1035,2,6,2,1,1,1,41,7,5,1,No,1,2,247,55,20284,19973,22,2,3,2,4,3,21,3,21,16,5,10,No,1,Below College,36-45,Very High Salary,Long-Term,High
754,1043,2,5,4,2,1,3,39,22,3,3,Yes,1,0,945,82,5083,10880,13,4,1,3,3,3,21,2,21,6,2,8,No,3,Bachelor,36-45,High Salary,Long-Term,Low
769,1066,3,8,3,3,2,2,40,26,2,3,No,1,1,300,74,22217,8396,14,3,1,2,3,2,8,3,7,7,7,5,No,3,Bachelor,36-45,High Salary,Experienced,Low
806,1117,3,8,2,1,1,2,45,9,2,2,No,1,1,1050,65,17970,5593,13,2,3,4,3,3,15,2,15,10,4,12,No,4,Master,36-45,Meduim Salary,Long-Term,High
815,1128,2,6,4,3,2,3,40,14,5,2,No,1,0,1308,44,17544,19626,14,3,3,1,3,4,21,2,20,7,4,9,No,3,Bachelor,36-45,Very High Salary,Long-Term,High
816,1131,2,7,6,3,1,3,21,1,1,2,Yes,1,0,984,70,25326,2070,11,4,2,3,3,4,2,6,2,2,2,2,No,1,Below College,18-25,Low Salary,New Employee,Medium
827,1152,1,2,1,3,2,2,38,1,1,4,No,1,1,433,37,6004,2844,13,3,3,4,3,4,7,2,7,6,5,0,No,3,Bachelor,36-45,Low Salary,Experienced,High
856,1196,2,5,2,3,1,2,37,1,2,2,No,1,1,977,56,9961,6474,13,4,4,2,3,2,14,2,14,8,3,11,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Very High
876,1225,2,7,5,3,2,3,44,29,2,3,No,1,0,200,32,7744,4541,25,4,4,2,4,3,20,3,20,11,13,17,No,4,Master,36-45,Meduim Salary,Long-Term,Very High
877,1226,3,9,3,3,2,3,20,21,1,4,No,1,0,654,43,5050,2678,17,3,4,4,3,3,2,2,2,1,2,2,No,3,Bachelor,18-25,Low Salary,New Employee,Very High
892,1246,2,7,2,3,1,2,44,2,1,4,No,1,1,1117,72,19982,2011,13,1,4,4,3,3,10,5,10,5,7,7,No,1,Below College,36-45,Low Salary,Experienced,Very High
915,1278,2,1,4,1,2,1,55,8,4,2,Yes,1,1,177,37,25592,13577,15,4,2,4,3,3,34,3,33,9,15,0,No,1,Below College,46-55,High Salary,Long-Term,Medium
923,1288,2,4,2,3,2,1,44,4,5,4,No,1,2,1199,92,17477,19190,14,3,1,4,3,2,26,4,25,9,14,13,No,2,College,36-45,Very High Salary,Long-Term,Low
935,1303,2,7,4,3,1,3,25,1,1,3,No,1,0,266,40,18830,2096,18,4,2,4,3,2,2,3,2,2,2,1,No,3,Bachelor,18-25,Low Salary,New Employee,Medium
939,1308,2,7,2,3,2,1,58,23,1,3,No,1,2,848,88,26076,2372,12,1,3,4,3,3,2,3,2,2,2,2,No,4,Master,56+,Low Salary,New Employee,High
952,1329,3,8,4,1,2,3,41,10,2,1,No,1,0,256,40,22074,6151,13,3,2,1,3,3,19,4,19,2,11,9,No,2,College,36-45,Meduim Salary,Long-Term,Medium
960,1346,2,7,2,3,2,3,40,2,2,3,No,1,0,523,98,22455,4661,13,3,4,3,3,3,9,4,9,8,8,8,No,3,Bachelor,36-45,Meduim Salary,Experienced,Very High
1051,1480,2,3,4,2,1,3,42,9,1,3,No,1,0,748,74,16458,3673,13,1,4,3,3,3,12,3,12,9,5,8,No,2,College,36-45,Meduim Salary,Long-Term,Very High
1087,1539,2,6,4,2,2,3,50,22,4,1,Yes,1,0,333,88,24450,14411,13,3,4,4,3,3,32,2,32,6,13,9,No,5,Doctor,46-55,High Salary,Long-Term,Very High
1090,1543,2,7,4,3,2,2,37,13,2,3,No,1,0,674,47,3031,4285,17,1,4,1,3,3,10,2,10,8,3,7,No,3,Bachelor,36-45,Meduim Salary,Experienced,Very High
1097,1550,1,4,4,3,2,3,40,6,4,3,Yes,1,0,898,38,17381,16437,21,3,4,4,4,3,21,2,21,7,7,7,No,2,College,36-45,Very High Salary,Long-Term,Very High
1100,1553,2,1,6,3,2,1,45,1,3,3,No,1,3,538,66,20933,7441,12,1,2,1,3,3,10,4,10,8,7,7,No,4,Master,36-45,High Salary,Experienced,Medium
1117,1578,3,4,3,3,2,2,55,26,5,2,No,1,1,685,60,23037,19586,21,3,4,3,4,3,36,3,36,6,2,13,No,5,Doctor,46-55,Very High Salary,Long-Term,Very High
1144,1612,3,8,3,1,2,2,45,26,2,2,No,1,1,336,52,24162,4385,15,1,1,1,3,3,10,2,10,7,4,5,No,3,Bachelor,36-45,Meduim Salary,Experienced,Low
1153,1623,2,7,4,3,2,3,21,5,1,3,No,1,0,546,97,26009,3117,18,3,4,3,3,3,3,2,2,2,2,2,No,1,Below College,18-25,Meduim Salary,New Employee,Very High
1157,1628,2,5,2,3,1,2,40,15,3,2,No,1,2,884,80,25800,10435,13,1,3,4,3,3,18,2,18,15,14,12,No,3,Bachelor,36-45,High Salary,Long-Term,High
1161,1635,2,5,5,3,1,1,45,2,2,2,No,1,2,1329,59,5388,5770,19,4,4,1,3,3,10,3,10,7,3,9,No,2,College,36-45,Meduim Salary,Experienced,Very High
1164,1640,2,7,4,3,1,2,37,10,1,3,No,1,1,1470,71,9953,3936,11,2,2,1,3,1,8,2,8,4,7,7,No,3,Bachelor,36-45,Meduim Salary,Experienced,Medium
1179,1657,3,9,4,3,1,3,20,2,1,3,No,1,0,1141,31,13251,2783,19,3,3,1,3,3,2,3,2,2,2,2,No,3,Bachelor,18-25,Low Salary,New Employee,High
1186,1666,2,6,2,3,2,2,43,15,4,2,No,1,1,1291,65,3525,17603,24,3,3,1,4,3,14,3,14,10,6,11,No,2,College,36-45,Very High Salary,Long-Term,High
1194,1675,2,3,4,2,1,3,38,2,1,2,No,1,0,148,42,23826,2440,22,4,2,2,4,3,4,3,4,3,3,3,No,3,Bachelor,36-45,Low Salary,Early Career,Medium
1215,1703,2,1,2,3,1,2,44,2,3,4,Yes,1,1,921,96,14810,7879,19,3,4,2,3,3,9,2,8,7,6,7,No,3,Bachelor,36-45,High Salary,Experienced,Very High
1217,1706,3,8,4,3,2,2,43,2,2,3,Yes,1,1,1179,73,6069,7847,17,4,4,1,3,3,10,3,10,9,8,8,No,3,Bachelor,36-45,High Salary,Experienced,Very High
1219,1708,3,8,3,3,2,3,41,6,3,3,No,1,0,918,35,15869,9241,12,4,3,2,3,3,10,3,10,8,8,7,No,3,Bachelor,36-45,High Salary,Experienced,High
1226,1719,2,6,6,3,1,3,45,28,4,2,No,1,0,1005,48,17119,16704,11,4,2,3,3,3,21,2,21,6,8,6,No,2,College,36-45,Very High Salary,Long-Term,Medium
1241,1737,2,3,2,1,2,2,39,1,2,3,Yes,1,1,792,77,8989,6472,15,4,4,4,3,3,9,2,9,8,5,8,No,3,Bachelor,36-45,Meduim Salary,Experienced,Very High
1243,1740,3,4,4,3,2,3,40,7,5,3,No,1,0,611,88,4349,19833,14,2,2,2,3,2,21,3,21,8,12,8,No,4,Master,36-45,Very High Salary,Long-Term,Medium
1317,1849,3,8,2,2,2,2,43,2,2,3,No,1,1,1422,92,19246,5675,20,1,4,3,4,3,7,5,7,7,7,7,No,4,Master,36-45,Meduim Salary,Experienced,Very High
1373,1936,2,5,4,3,2,2,39,9,2,3,No,1,1,867,87,12315,5151,25,1,1,4,4,3,10,3,10,0,7,9,No,2,College,36-45,Meduim Salary,Experienced,Low
1405,1976,2,7,2,1,2,3,42,23,2,2,No,1,0,335,37,14811,4332,12,4,3,4,3,3,20,2,20,9,3,7,No,2,College,36-45,Meduim Salary,Long-Term,High
1410,1985,2,3,6,2,1,2,40,11,2,3,No,1,1,692,73,26849,6323,11,4,3,1,3,4,10,2,10,9,9,4,No,3,Bachelor,36-45,Meduim Salary,Experienced,High
1433,2017,2,6,2,3,1,2,37,10,3,4,Yes,1,1,161,42,15471,13744,25,3,4,1,4,3,16,2,16,11,6,8,No,3,Bachelor,36-45,High Salary,Long-Term,Very High
1448,2036,3,8,3,1,2,1,36,15,2,1,No,1,1,301,88,10436,5406,24,4,4,1,4,2,15,4,15,12,11,11,No,4,Master,36-45,Meduim Salary,Long-Term,Very High
46,58,2,6,6,3,1,2,41,12,5,3,No,1,0,1360,49,16280,19545,12,2,3,4,3,3,23,0,22,15,15,8,Yes,3,Bachelor,36-45,Very High Salary,Long-Term,High
90,118,3,8,4,3,2,3,46,9,3,2,No,1,0,669,64,13596,9619,16,3,4,4,3,3,9,3,9,8,4,7,Yes,2,College,46-55,High Salary,Experienced,Very High
127,165,2,1,4,3,1,2,58,23,3,3,No,1,1,147,94,3465,10312,12,4,4,4,3,2,40,3,40,10,15,6,Yes,4,Master,56+,High Salary,Long-Term,Very High
272,376,2,4,2,1,2,2,47,29,3,3,Yes,1,1,666,88,10268,11849,12,1,2,4,3,2,10,2,10,7,9,9,Yes,4,Master,46-55,High Salary,Experienced,Medium
367,488,3,8,3,2,2,3,41,4,2,3,No,1,0,143,56,9558,9355,18,1,2,3,3,3,8,5,8,7,7,7,Yes,3,Bachelor,36-45,High Salary,Experienced,Medium
608,840,3,8,3,3,1,2,49,11,3,3,No,1,2,1184,43,5860,7654,18,3,4,1,3,4,9,3,9,8,7,7,Yes,3,Bachelor,46-55,High Salary,Experienced,Very High
694,967,3,8,2,3,2,2,36,3,3,2,Yes,1,1,530,51,5518,10325,11,3,4,1,3,3,16,6,16,7,3,7,Yes,1,Below College,36-45,High Salary,Long-Term,Very High
750,1038,3,4,3,3,1,2,52,2,5,1,No,1,1,266,57,25846,19845,15,1,4,4,3,3,33,3,32,14,6,9,Yes,1,Below College,46-55,Very High Salary,Long-Term,Very High
753,1042,2,3,2,3,1,3,36,16,1,4,No,1,0,885,43,8269,2743,16,3,1,3,3,3,18,1,17,13,15,14,Yes,4,Master,36-45,Low Salary,Long-Term,Low
797,1106,2,3,6,3,2,2,25,4,1,3,Yes,1,1,1219,32,4605,3691,15,4,4,2,3,4,7,3,7,7,5,6,Yes,1,Below College,18-25,Meduim Salary,Experienced,Very High
916,1279,2,3,2,2,1,3,21,10,1,2,No,1,0,251,45,25308,2625,20,1,3,3,4,1,2,2,2,2,2,2,Yes,2,College,18-25,Low Salary,New Employee,High
1280,1792,2,7,4,2,2,1,44,1,1,3,Yes,1,3,429,99,11092,2342,12,3,2,3,3,2,6,2,5,3,2,3,Yes,2,College,36-45,Low Salary,Early Career,Medium
27,33,2,7,2,2,1,3,32,16,1,1,Yes,1,0,1125,72,4681,3919,22,2,1,2,4,3,10,5,10,2,6,7,Yes,1,Below College,26-35,Meduim Salary,Experienced,Low
45,57,2,3,4,2,1,3,30,1,2,3,No,1,0,721,58,10781,4011,23,3,4,4,4,3,12,2,12,8,3,7,No,2,College,26-35,Meduim Salary,Long-Term,Very High
61,78,2,5,4,3,2,2,32,1,2,3,Yes,1,1,427,33,10877,6162,22,1,4,2,4,3,9,3,9,8,7,8,No,3,Bachelor,26-35,Meduim Salary,Experienced,Very High
135,177,1,2,2,3,1,2,26,25,1,3,No,1,1,1355,61,8916,2942,23,3,3,4,4,3,8,3,8,7,5,7,No,1,Below College,26-35,Low Salary,Experienced,High
212,292,2,5,2,1,2,3,30,1,3,2,No,1,0,829,88,20925,8474,22,3,3,3,4,3,12,2,11,8,5,8,No,1,Below College,26-35,High Salary,Long-Term,High
326,442,2,5,2,2,1,2,31,7,3,2,No,1,1,798,48,14034,8943,24,3,3,1,4,3,10,2,10,9,8,9,No,2,College,26-35,High Salary,Experienced,High
613,846,3,8,3,3,1,2,28,2,2,3,Yes,1,0,760,81,3698,4779,20,2,2,1,4,3,8,2,8,7,7,5,No,4,Master,26-35,Meduim Salary,Experienced,Medium
636,880,2,5,2,3,1,2,35,9,3,2,Yes,1,1,607,66,23457,10685,20,4,3,2,4,3,17,2,17,14,5,15,No,3,Bachelor,26-35,High Salary,Long-Term,High
793,1101,2,7,4,2,1,3,33,29,2,2,No,1,0,827,54,3129,4508,22,1,3,2,4,3,14,4,13,7,3,8,Yes,4,Master,26-35,Meduim Salary,Long-Term,High
881,1234,2,3,5,2,1,2,32,13,1,2,No,1,1,116,77,7331,2743,20,3,2,3,4,3,2,2,2,2,2,2,No,3,Bachelor,26-35,Low Salary,New Employee,Medium
913,1275,2,7,2,3,2,3,26,4,1,3,Yes,1,0,583,53,9973,2875,20,3,4,2,4,2,8,2,8,5,2,2,No,2,College,26-35,Low Salary,Experienced,Very High
1207,1693,2,3,4,1,2,3,26,7,1,3,No,1,0,786,76,11925,2570,20,4,4,3,4,3,7,5,7,7,5,7,No,3,Bachelor,26-35,Low Salary,Experienced,Very High
1301,1823,3,8,6,3,2,2,34,8,2,4,No,1,2,810,92,22128,6799,21,2,3,3,4,3,10,5,10,8,4,8,No,2,College,26-35,Meduim Salary,Experienced,High
1329,1864,3,9,4,3,1,2,27,23,2,2,No,1,1,728,36,7018,3540,21,2,3,4,4,3,9,5,9,8,5,8,No,1,Below College,26-35,Meduim Salary,Experienced,High
1354,1905,2,7,6,1,2,2,34,16,1,1,Yes,1,1,967,85,14460,2307,23,4,1,2,4,3,5,2,5,2,3,0,Yes,4,Master,26-35,Low Salary,Early Career,Low
1385,1950,3,8,3,3,2,3,34,1,3,3,No,1,0,937,32,6770,9888,21,1,4,1,4,2,14,3,14,8,2,1,No,3,Bachelor,26-35,High Salary,Long-Term,Very High
1390,1956,2,7,2,2,2,2,31,1,2,1,No,1,0,1125,48,5771,5003,21,4,1,2,4,3,10,6,10,8,8,7,No,3,Bachelor,26-35,Meduim Salary,Experienced,Low
1399,1970,2,1,2,2,2,1,33,7,2,3,No,1,3,1303,36,18079,5968,20,4,3,3,4,3,9,2,9,7,2,8,No,2,College,26-35,Meduim Salary,Experienced,High
4,5,2,7,2,2,1,2,33,3,1,3,Yes,1,0,1392,56,23159,2909,11,4,3,3,3,3,8,3,8,7,3,0,No,4,Master,26-35,Low Salary,Experienced,High
13,16,2,7,2,3,2,1,31,26,1,3,No,1,1,670,31,15170,2911,17,1,3,4,3,2,5,1,5,2,4,3,No,1,Below College,26-35,Low Salary,Early Career,High
16,20,2,5,2,3,1,1,29,21,3,4,No,1,1,1389,51,10195,9980,11,2,1,3,3,3,10,1,10,9,8,8,No,4,Master,26-35,High Salary,Experienced,Low
38,49,3,9,3,3,1,2,35,2,1,3,No,1,0,890,97,9687,2014,13,4,4,1,3,3,2,3,2,2,2,2,No,3,Bachelor,26-35,Low Salary,New Employee,Very High
52,65,2,3,6,3,2,3,28,5,1,3,Yes,1,0,1434,50,11179,3441,13,3,3,3,3,2,2,3,2,2,2,2,Yes,4,Master,26-35,Meduim Salary,New Employee,High
56,73,2,6,2,2,1,3,33,1,3,3,Yes,1,0,515,98,15146,13458,12,1,4,3,3,3,15,1,15,14,8,12,No,2,College,26-35,High Salary,Long-Term,Very High
81,104,2,3,2,3,2,2,30,1,2,2,Yes,1,2,852,55,15998,5126,12,4,4,3,3,2,10,1,10,8,3,0,No,1,Below College,26-35,Meduim Salary,Experienced,Very High
89,117,2,1,2,3,2,2,30,2,2,2,No,1,3,288,99,15830,4152,19,3,4,1,3,3,11,3,11,10,10,8,No,3,Bachelor,26-35,Meduim Salary,Long-Term,Very High
93,121,3,8,4,3,1,1,30,4,2,2,Yes,1,3,1334,63,19760,5209,12,3,2,2,3,2,11,4,11,8,2,7,No,2,College,26-35,Meduim Salary,Long-Term,Medium
95,125,3,8,4,3,2,3,32,6,2,3,No,1,0,1093,87,24301,5010,16,2,3,1,3,3,12,0,11,8,5,7,No,4,Master,26-35,Meduim Salary,Long-Term,High
104,138,2,7,5,3,1,3,34,6,2,3,No,1,0,665,41,12482,4809,14,1,3,3,3,3,16,3,16,13,2,10,No,4,Master,26-35,Meduim Salary,Long-Term,High
126,164,2,7,5,3,1,2,26,6,1,2,No,1,0,841,46,23300,2368,19,3,2,3,3,2,5,3,5,4,4,3,No,3,Bachelor,26-35,Low Salary,Early Career,Medium
155,207,3,8,3,2,1,3,32,8,3,3,No,1,0,967,43,15589,8998,14,2,4,4,3,3,9,2,9,8,3,7,No,3,Bachelor,26-35,High Salary,Experienced,Very High
174,239,2,3,4,1,2,1,30,9,2,3,No,1,2,111,66,11012,3072,11,3,1,3,3,3,12,4,12,9,6,10,No,3,Bachelor,26-35,Meduim Salary,Long-Term,Low
